replication_id,method,regret_cny_per_month,abs_q99_relative_error,abs_mean_relative_error,abs_stoploss_relative_error,mode_value_gap_ratio
84,KDE,14268.123601725323,0.0837584103904776,0.0198014981196373,0.5111486052070742,34.049168918141326
84,TAIL,3563.431111777408,0.0518792449212593,0.0074008214493801,0.0956799960447536,6.4765015173898055
85,EMP,8370.121695973083,0.2266433707321971,0.0093560515843499,0.1537401694871829,10.023441029266866
85,KDE,9482.918614325215,0.1608687370549805,0.0079286083896779,0.0599515558890579,3.970984514473872
85,TAIL,13894.323483838183,0.0026519402887545,0.0191698699356,0.1028452015019647,9.484506076856151
86,EMP,14268.123601725323,0.288585824699115,0.019407821591512,0.5671787089148106,37.43074354126953
86,KDE,14268.123601725323,0.366638474594801,0.0185405530104398,0.8961676747648268,60.34600738153664
86,TAIL,1298.4489659039923,0.037599953731022,0.0031316365220799,0.0199221974014796,1.6335265250978033
87,EMP,18901.417319684188,0.1430119080216214,0.0100073188609432,0.1509281066000118,8.936691062933548
87,KDE,18901.417319684188,0.2086580783164967,0.0141716430966936,0.3432018679931276,23.137238954304408
87,TAIL,9802.628725863062,0.0748329577840861,0.0289100331821727,0.2350174929708381,16.43879583507477
88,EMP,9133.14748945915,0.1591459152761343,0.001170406772762,0.1443928892201065,10.842860863914296
88,KDE,5921.734243025693,0.1237668435626317,0.0031002656648165,0.0942777293109611,2.8785826980466456
88,TAIL,9794.37607098971,0.0766186817321196,0.0248134115828466,0.2232129713292633,15.41113068693975
89,EMP,28245.75461791425,0.066264791843893,0.0224623547514946,0.0343890815449152,11.113153571457635
89,KDE,28245.75461791425,0.0202652322528534,0.0210557933364234,0.203828938517624,14.647027077000324
89,TAIL,15550.525436971026,0.029565408499587,0.0392618533953324,0.2207410526954685,19.936219752600888
90,EMP,12858.15193854469,0.0913471102575842,0.018633717508631,0.292181640868718,20.45156755269821
90,KDE,8278.889363027902,0.0555724003580792,0.0171607086239139,0.1399804291406979,9.61078403363079
90,TAIL,3570.876405101787,0.0859804746450218,0.0058501998231313,0.157440743648407,10.751861491028857
91,EMP,9086.746127016017,0.2994804016515552,0.0111420198784632,0.3954331698026984,26.45399548117039
91,KDE,10716.533749011138,0.2490556458496339,0.0115370221308533,0.3115106721529893,20.9887444253768
91,TAIL,8854.184104438044,0.1511708568615888,0.0259686915859505,0.3594820350598358,24.72586007915664
92,EMP,87079.4810393313,0.1140025364311864,0.0544848230870834,0.5264917286003192,38.57741106746956
92,KDE,10847.638949272843,0.0777117378617732,0.0522404013386598,0.401365809416795,29.09207425645257
