distribution,replication_id,cell_id,solution_location,candidate_cost_cny,independent_cost_cny,grid_cost_cny,grid_points,excess_cost_cny,grid_excess_cny
EMP,76,STRESS_CAPACITY_NEAR,interior,5461198.781141995,5461198.781141995,5461198.781141995,10001,0.0,0.0
GAUSSIAN,76,STRESS_CAPACITY_CLEAR,interior,5392760.283931977,5392760.283931977,5392760.284444673,10001,0.0,0.0005126958712935
EMP,76,STRESS_CAPACITY_CLEAR,interior,5461198.781141995,5461198.781141995,5461198.781141995,10001,0.0,0.0
GAUSSIAN,77,BASE_ACTUAL_NEAR,interior,6475390.6604514215,6475390.6604514215,6475390.660555109,10001,0.0,0.0001036878675222
EMP,77,BASE_ACTUAL_NEAR,interior,6039102.514629287,6039102.514629287,6039106.073710838,10001,0.0,3.559081551618874
GAUSSIAN,77,BASE_CAPACITY_NEAR,interior,6475390.6604514215,6475390.6604514215,6475390.660472169,10001,0.0,2.074707299470901e-05
EMP,77,BASE_CAPACITY_NEAR,interior,6039102.514629287,6039102.514629287,6039106.346955763,10001,0.0,3.8323264764621854
GAUSSIAN,77,STRESS_ACTUAL_CLEAR,lower,5897450.503072254,5897450.503072254,5897450.503072254,10001,0.0,0.0
EMP,77,STRESS_ACTUAL_CLEAR,lower,5928701.988491666,5928701.988491666,5928701.988491666,10001,0.0,0.0
GAUSSIAN,77,STRESS_ACTUAL_NEAR,interior,5804282.7374202,5804282.737420201,5804282.754325304,10001,0.0,0.0169051038101315
EMP,77,STRESS_ACTUAL_NEAR,lower,5538627.17668737,5538627.17668737,5538627.17668737,10001,0.0,0.0
GAUSSIAN,77,STRESS_CONTRACT_NEAR_LOW,interior,5804282.7374202,5804282.737420201,5804282.752783033,10001,0.0,0.0153628326952457
EMP,77,STRESS_CONTRACT_NEAR_LOW,lower,5517776.487071272,5517776.487071272,5517776.487071272,10001,0.0,0.0
GAUSSIAN,77,STRESS_CONTRACT_CLEAR,interior,5804282.7374202,5804282.7374202,5804282.738030918,10001,0.0,0.0006107175722718
EMP,77,STRESS_CONTRACT_CLEAR,interior,5432101.6511932295,5432101.651193229,5432101.651193229,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,77,STRESS_CONTRACT_NEAR_HIGH,interior,5804282.7374202,5804282.737420201,5804282.738196963,10001,0.0,0.0007767630741
EMP,77,STRESS_CONTRACT_NEAR_HIGH,interior,5432101.6511932295,5432101.651193229,5432101.651193229,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,77,STRESS_CAPACITY_NEAR,interior,5804282.7374202,5804282.7374202,5804282.73837987,10001,0.0,0.000959669239819
EMP,77,STRESS_CAPACITY_NEAR,interior,5432101.6511932295,5432101.651193229,5432101.651193229,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,77,STRESS_CAPACITY_CLEAR,interior,5804282.7374202,5804282.7374202,5804282.741955234,10001,0.0,0.0045350333675742
EMP,77,STRESS_CAPACITY_CLEAR,interior,5432101.6511932295,5432101.651193229,5432101.651193229,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,78,BASE_ACTUAL_NEAR,interior,5868833.979505446,5868833.979505446,5868833.988905064,10001,0.0,0.0093996180221438
EMP,78,BASE_ACTUAL_NEAR,interior,5885294.3414263,5885294.3414263,5885305.214935173,10001,0.0,10.873508873395622
GAUSSIAN,78,BASE_CAPACITY_NEAR,interior,5868833.979505446,5868833.979505446,5868834.006396107,10001,0.0,0.0268906615674495
EMP,78,BASE_CAPACITY_NEAR,interior,5885294.3414263,5885294.3414263,5885305.118569978,10001,0.0,10.777143677696586
GAUSSIAN,78,STRESS_ACTUAL_CLEAR,lower,5447127.2516402425,5447127.2516402425,5447127.2516402425,10001,0.0,0.0
EMP,78,STRESS_ACTUAL_CLEAR,lower,5509017.7211354105,5509017.7211354105,5509017.7211354105,10001,0.0,0.0
GAUSSIAN,78,STRESS_ACTUAL_NEAR,lower,5207192.83885956,5207192.83885956,5207192.83885956,10001,0.0,0.0
EMP,78,STRESS_ACTUAL_NEAR,lower,5265038.62643094,5265038.62643094,5265038.62643094,10001,0.0,0.0
GAUSSIAN,78,STRESS_CONTRACT_NEAR_LOW,interior,5205656.214599361,5205656.214599361,5205656.254375717,10001,0.0,0.039776355959475
EMP,78,STRESS_CONTRACT_NEAR_LOW,lower,5259825.954026917,5259825.954026917,5259825.954026917,10001,0.0,0.0
GAUSSIAN,78,STRESS_CONTRACT_CLEAR,interior,5205656.214599361,5205656.214599361,5205656.241564488,10001,0.0,0.0269651273265481
EMP,78,STRESS_CONTRACT_CLEAR,interior,5259350.926166681,5259350.926166681,5259350.926166681,10001,0.0,0.0
GAUSSIAN,78,STRESS_CONTRACT_NEAR_HIGH,interior,5205656.214599361,5205656.21459936,5205656.215454802,10001,9.313225746154783e-10,0.0008554412052035
EMP,78,STRESS_CONTRACT_NEAR_HIGH,interior,5259350.926166681,5259350.926166681,5259350.926166681,10001,0.0,0.0
GAUSSIAN,78,STRESS_CAPACITY_NEAR,interior,5205656.214599361,5205656.21459936,5205656.225330566,10001,9.313225746154783e-10,0.0107312053442001
EMP,78,STRESS_CAPACITY_NEAR,interior,5259350.926166681,5259350.926166681,5259350.926166681,10001,0.0,0.0
GAUSSIAN,78,STRESS_CAPACITY_CLEAR,interior,5205656.214599361,5205656.214599361,5205656.241610272,10001,0.0,0.0270109111443161
