replication_id,training_months,xi_bias,sigma_relative_bias,q99_relative_error
143,12,0.0983912846897076,-0.0096496397283682,0.2951591813923016
143,24,0.0144281997874364,-0.0195794019795353,0.0418673533143596
143,60,-0.0291286672125784,-0.0308824435267278,-0.1051872365612662
144,12,-0.0674947440031765,0.0222286324219712,-0.1506179576784966
144,24,0.1264785640990468,-0.2931937683201661,0.1396773818254557
144,60,-0.0080048887793351,-0.0042751888260246,-0.0394382197331237
145,12,0.0845322764454821,-0.187875489610519,0.0674210993294381
145,24,-0.0020293045598201,-0.1039039923755735,-0.0671962203857383
145,60,-0.0085022273505241,-0.030914337769367,-0.0520865329377821
146,12,-0.0308564823333561,-0.0608341943548368,-0.1189446331010844
146,24,-0.2087933563618065,0.199681936878649,-0.2683828999797985
146,60,-0.0313668124986927,-0.0103624863641252,-0.0543097822670704
147,12,-0.1206746133870445,0.0663217124194756,-0.2354216813609043
147,24,-0.0996824166281726,0.034099062893831,-0.2182639132324069
147,60,-0.0061439126733416,-0.0120654776322921,0.0030304719397789
148,12,0.0201826161510529,0.0328690485874613,0.024738372845909
148,24,-0.0088234900537569,-0.0156535817543737,-0.0479304506230879
148,60,-0.0072949274312557,0.0175140262748426,-0.0209832752809894
149,12,-0.0651920968199775,0.0308408664920383,-0.1373221417837816
149,24,-0.0768058419588499,0.0384626851271294,-0.1503169176755202
149,60,-0.0269696343222123,-0.0600112082507226,-0.1100098283048464
150,12,-0.097452147737235,-0.0299297461086787,-0.2356990324226689
150,24,0.0203355696561112,-0.0755093799338064,0.0209552267266275
150,60,-0.0132357613401986,-0.0679218513341203,-0.0716523494379003
151,12,0.0838742963316078,-0.0588820241398165,0.2751575103363933
151,24,0.108362774835717,-0.1851162683583448,0.178020780847556
151,60,0.0298753656667209,-0.0592152063710507,0.0179074389431645
152,12,-0.011611319543852,0.0064018914921042,-0.0216072659151149
152,24,-0.0350708672355688,0.1593943579767983,0.0592181822815931
152,60,0.0296383159742494,-0.0385005687172494,0.0711980064196343
153,12,0.211868969593715,-0.2921387520489253,0.3465167793570151
153,24,0.1219278070411512,-0.1302993738036082,0.4283765973644237
153,60,0.1138454555706829,-0.1281598833447889,0.2362149684989495
154,12,-0.0386590243178215,0.0051703873149767,-0.0771834640200132
154,24,-0.0914772007574041,-0.0151380186314859,-0.1615986157880317
154,60,-0.0486892469820956,0.0117456486350401,-0.0947325869688056
155,12,0.0042722894311801,-0.0702584356169523,-0.0432414147558231
155,24,-0.2277184664743305,0.2385760335891262,-0.2404104831751131
155,60,-0.0609581266973249,0.0378727604468419,-0.1346448527046441
156,12,0.0044292462656278,-0.0635552001517568,-0.0631898196982265
156,24,-0.0508019942699565,0.0474741674074846,-0.1233842610203171
156,60,0.0033754719244251,-0.0019556651472983,-0.0086136954780907
157,12,-0.1313509472293578,0.2341175830896322,-0.1745719049603443
157,24,-0.2328879361329731,0.2690465918085206,-0.2578100213811472
157,60,-0.0875436206722842,-0.0069192937766672,-0.1941715624634415
158,12,-0.1646340528089,0.2664835351772565,-0.2326914086435082
158,24,-0.0542228534617805,0.0259661793962225,-0.1567679624378398
158,60,-0.0596155333806676,0.0247183111560471,-0.1275583831849555
159,12,0.036029315073337,0.1257644134267555,0.2013327231038361
159,24,0.0233000300844754,0.0148822238620862,0.0973588391746481
159,60,0.0010867967741035,0.0902980608573353,0.0750744558216872
160,12,-0.0105767072136227,0.1186896582982486,0.0367640573030773
160,24,-0.0237808460942261,0.1470584311216733,0.0184493106128491
160,60,-0.0006377440081059,-0.0013177361562001,-0.0104869094046549
161,12,0.041832683336684,0.0397182490090546,0.1723848688704054
161,24,0.0001779319918977,0.0211077574093819,0.0258478868997581
161,60,-0.0588126657658704,0.0288982570172746,-0.1323509358910959
162,12,-0.0592706756714374,0.1350649654182062,-0.0444324352140737
162,24,0.0279590225516221,0.1393010906487099,0.1445494775420745
162,60,0.0286897150860395,0.031411481062838,0.1119467824691317
163,12,-0.0342986435361558,0.1192952868020758,0.0030100866184139
163,24,-0.099546039552276,0.1395674266171475,-0.150180873539984
163,60,0.0203645990188765,0.0472319016114059,0.0696826306747221
164,12,-0.009018769264414,-0.2367970493628886,-0.1552910986006909
164,24,0.0496677774918602,-0.1801972340640058,0.0187069574499455
164,60,-0.0280647774185638,0.0439995051214347,-0.059426295084906
165,12,-0.0058324868606308,0.0387224936777473,0.0454125769941125
165,24,-0.1482286007361789,0.3619324516594658,-0.0831836915810132
165,60,-0.1343487230046587,0.2409347972738201,-0.1264715173513563
166,12,-0.0754241209576939,-0.0064310278914101,-0.1771031024650286
166,24,-0.1880995508062396,0.1817931633752341,-0.2232566509808204
166,60,-0.0028184447906694,0.0173860714712265,-0.0002361932802279
167,12,0.2505975052392301,-0.1925861059875965,1.116855461487772
167,24,0.0459199598848566,0.357600845012835,0.47032989551253
167,60,0.0972703805428898,-0.0450999358393332,0.3111565790788757
168,12,0.0077135712265435,-0.0485699287242751,-0.0204074626143331
168,24,0.008303745210224,-0.0975796968551852,-0.0235709732880281
168,60,-0.0101878697830769,0.0047100130638942,-0.0317819084716993
169,12,-0.2021071952667396,0.2378124687867028,-0.2695300994617958
169,24,-0.011502542814458,-0.0520989817216696,-0.0972674528459631
169,60,-0.0089140808642243,-0.029626723942103,-0.0369021371911382
170,12,-0.0572187362424906,0.0200159158319111,-0.1482157061958049
170,24,-0.1265372602728853,0.051423760325537,-0.1680042154326231
170,60,-0.0270270108837994,0.0738792333447009,-0.0007973100734983
171,12,0.0651663167821235,0.0294027612719232,0.1480947979396851
171,24,0.0920633775438619,-0.0391706857488346,0.3920323708698113
171,60,0.0230930687860607,0.1440815177668738,0.1284168493669246
172,12,-0.0960176898928857,0.1456774309504653,-0.1670677134744065
172,24,-0.1109382323376002,0.1038700204854702,-0.1936671039745902
172,60,-0.043162626787181,0.0189582336142009,-0.0655123955275095
173,12,0.1009743704420378,-0.0238902941823982,0.4026054041806773
173,24,0.1021617690471155,-0.1064372763870445,0.2012303323227041
173,60,0.0418004612666252,-0.0505264272678749,0.1147622405295268
174,12,0.0339356662819563,-0.1243935938722669,0.0284002348231226
174,24,0.0205970437397929,-0.0750050750471504,0.0258144687649707
174,60,-0.0026329112349949,0.0065867349839035,-0.0015412732169425
175,12,-0.0478221997710603,0.1209835673027208,-0.0672589816968413
175,24,-0.0799693465260056,0.0694599279428272,-0.1808439574081798
175,60,-0.0045666913386213,-0.0103050766625168,-0.0101214135381404
176,12,0.0792727055367601,-0.1575365126599272,0.1479395112491556
176,24,0.071116886555202,-0.0879097572030137,0.1551630417984963
176,60,0.0078959727606545,-0.0529101834614518,-0.0374743053370207
177,12,0.008974713085589,0.0640513183545494,0.0358108740913478
177,24,0.0631071326504338,0.0154725169132609,0.2234604648482913
177,60,0.0329741900897277,0.0356881017410853,0.086873441366586
178,12,0.0051963696753898,0.0347662297921122,0.0263798595482753
178,24,-0.1001485121434318,0.2098630918334229,-0.1242062072955136
178,60,-0.0860479415453662,0.1043337764556349,-0.1378183589641086
179,12,0.0228076501437049,0.0205138860316205,0.0824812923001472
179,24,-0.1228430649052886,0.2950074356903283,-0.0822958296288161
179,60,-0.0206770844593527,-0.0338003341933923,-0.073946705592586
180,12,-0.1151648171045326,0.0752631939342507,-0.2171872257348048
180,24,-0.0610866564855527,0.0410096060659672,-0.075881414935959
180,60,-0.035189643898696,0.0063504730753205,-0.0853291049059004
181,12,-0.1461702584052739,0.1209873481134274,-0.263389973978943
181,24,-0.1055107896397988,0.0868447595102214,-0.2105024829339831
181,60,-0.0261473402761684,0.0038446978136017,-0.051028559598165
182,12,-0.1021692239346225,0.0168320689406947,-0.2360913870017684
182,24,-0.0700091121690765,0.0499359500261135,-0.1565128203424572
182,60,-0.0623514156768448,0.023469965236452,-0.1479605019240063
183,12,0.0024083617188265,0.1814231438195893,0.1772200604950821
183,24,-0.0062506847760011,0.0380162938987352,0.0480296385574026
183,60,-0.0231470825523235,-0.0092861100905064,-0.0420951095064824
184,12,-0.0031240448456429,0.0489376979021356,0.0230560347971332
184,24,-0.0261298289855153,0.1740685661826573,0.0630451956997454
184,60,0.0069648765862213,-0.0534660609057604,-0.0162778376660893
185,12,-0.1201690660179741,0.3137053284766245,-0.1361699280417853
185,24,-0.2125307872014291,0.290514304432832,-0.2193922952975612
185,60,-0.0265674806169975,0.0860026988133244,-0.0307993562332096
186,12,-0.016020552539414,0.0630030146117033,-0.000644830872682
186,24,0.0237461508213334,-0.0258332127392658,0.099906883754458
186,60,0.0051602078102879,0.0430442059948576,0.0896139583386859
187,12,-0.1168527097738856,0.013978803223769,-0.2650245581280466
187,24,-0.0186931439730647,-0.0541794073159341,-0.0422709646946565
187,60,-0.0408465164751783,-0.0245136941484383,-0.1393671763267037
188,12,0.0815870165328947,0.0221736854675767,0.3157853858303621
188,24,0.0386085611157211,-0.1345703933230313,0.054025192837568
188,60,0.0130584828906749,-0.0372397634550839,-0.0108952429002786
189,12,-0.0200104863025209,0.0998981344545401,0.0276649536820697
189,24,0.0416124276680756,-0.0542214153915388,0.0931131599786179
189,60,-0.019779667907065,0.0064666787347997,-0.0495648931844226
190,12,-0.1138884348066756,0.1222684932087959,-0.1570301813175955
190,24,-0.0598999137058164,0.0200367213822751,-0.1203983943797514
190,60,-0.0256790737864825,-0.0567939482218873,-0.0656716835199669
191,12,-0.0394804085934796,-0.0305858966923392,-0.0962433716719024
191,24,-0.009527821373542,-0.1086118416153275,-0.0802621523599717
191,60,-0.0152708800420153,-0.0628076944300538,-0.0971684863454391
192,12,0.035749761222991,-0.0617422035046609,0.0658370095677016
192,24,-0.0370375319719808,0.0374590774496947,-0.0787204961369948
192,60,-0.0034438172975635,-0.0638632144971303,-0.0162785421283842
193,12,-0.0757121438515967,0.1598919980588993,-0.1101600975904852
193,24,-0.0563179714099738,0.0823349125298255,-0.0999379825440889
193,60,-0.0440396422354361,0.0347180831537636,-0.0391641520693336
194,12,0.1038949594682925,-0.1341213935424546,0.350778119984639
194,24,0.0877121780246659,-0.0991819417968316,0.2973122953075133
194,60,0.0086461375181459,0.0513911315456158,0.0772360418133502
195,12,0.1981629976103594,-0.0509719630870352,1.0434196118965378
195,24,0.0764751194175782,0.0281493908198198,0.3650719759060614
195,60,0.033251431121887,-0.0060271117725905,0.0817109199943652
196,12,-0.0407135478663219,0.2027865656005806,0.0018212263041803
196,24,0.025363067169821,-0.1142256164860858,-0.0207805102107392
196,60,0.0110796639264005,-0.144964933557864,-0.0616139126087715
197,12,0.0318616461135524,-0.0490691307479581,0.0528857483039091
197,24,-0.1788169528155612,0.2918497787776126,-0.2123355927294064
197,60,0.0387622022632497,0.0350728988610334,0.1640760262029764
198,12,0.0005741745566587,-0.1346015464647296,-0.0830537628466317
198,24,-0.0283250617383713,-0.0904853769900604,-0.1308198101444825
198,60,-0.0146856971443673,-0.0725093602513909,-0.07170188191416
199,12,-0.049939374150366,-0.0954121003842751,-0.1716182916233536
199,24,-0.031976271041024,0.1317709739960007,0.0291285324563962
199,60,-0.0113442335696093,0.1176576211687233,0.0075029107415107
