variant,measurement,factory,origin_id,train_months,test_month,train_month_count,normalization_kw,observed_normalized_max,method_id,fit_status,crps,qwcrps_090,draw_mean,draw_q95,draw_q99,q95_pinball,q99_pinball,q95_exceedance_brier,q99_exceedance_brier
all_observations,fixed_nonoverlapping_15min,Cement_2,O2_MAR_JUN_TO_JUL,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06""]",2019-07,4,827.8666666666667,0.9271702367531004,K-GTAIL,PASS,0.02038833304766751,0.0024048462308260713,0.9719273678175535,1.1918655773968254,1.4655294328163726,0.013234767032186262,0.005383591960632727,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O2_MAR_JUN_TO_JUL,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06""]",2019-07,4,827.8666666666667,0.9271702367531004,K-KDE,PASS,0.04475472468835928,0.0025958427677228897,0.9998322012260618,1.1995883991452754,1.267925680611758,0.013620908119608761,0.0034075544385865795,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O2_MAR_JUN_TO_JUL,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06""]",2019-07,4,827.8666666666667,0.9271702367531004,K-POINT,PASS,0.0728297632468996,0.0007264768883878233,1.0,1.0,1.0,0.0036414881623449834,0.0007282976324689967,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O2_MAR_JUN_TO_JUL,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06""]",2019-07,4,827.8666666666667,0.9271702367531004,K-UGPD,PASS,0.020507066613932978,0.0024161271428533387,0.97235206807017,1.1946753224214774,1.473068597212888,0.013375254283418864,0.005458983604597882,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O3_MAR_JUL_TO_AUG,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07""]",2019-08,5,815.808,0.948196961376533,K-BLOCK,PASS,0.02294039741131245,0.0019172158154859968,0.9855288120080542,1.1403990481420465,1.1403990481420465,0.009610104338275685,0.0019220208676551372,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O3_MAR_JUL_TO_AUG,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07""]",2019-08,5,815.808,0.948196961376533,K-EMP,PASS,0.025839090871682235,0.0019172158154859968,0.9997108914515835,1.1403990481420465,1.1403990481420465,0.009610104338275685,0.0019220208676551372,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O3_MAR_JUL_TO_AUG,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07""]",2019-08,5,815.808,0.948196961376533,K-GEV,FALLBACK_EMPIRICAL,0.025849943894563486,0.0019172158154859968,0.9999119897492221,1.1403990481420465,1.1403990481420465,0.009610104338275685,0.0019220208676551372,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O3_MAR_JUL_TO_AUG,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07""]",2019-08,5,815.808,0.948196961376533,K-GTAIL,PASS,0.015950700344846372,0.0016174758969834415,0.9740653358411959,1.1258559175090697,1.2621496071681932,0.008882947806626842,0.0031395264579166054,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O3_MAR_JUL_TO_AUG,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07""]",2019-08,5,815.808,0.948196961376533,K-KDE,PASS,0.03416166464257546,0.0023687883870333664,1.0001017090538822,1.1974018295241402,1.2666656574925452,0.012460243407380372,0.0031846869611601254,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O3_MAR_JUL_TO_AUG,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07""]",2019-08,5,815.808,0.948196961376533,K-POINT,PASS,0.05180303862346704,0.0005167353102690833,1.0,1.0,1.0,0.0025901519311733534,0.0005180303862346707,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O3_MAR_JUL_TO_AUG,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07""]",2019-08,5,815.808,0.948196961376533,K-UGPD,PASS,0.015911958834564817,0.0016220119933155696,0.9742091348042988,1.125279273090658,1.2652913041692861,0.008854115585706259,0.0031709434279275344,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O4_MAR_AUG_TO_SEP,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07"", ""2019-08""]",2019-09,6,808.7644444444444,0.9629173719033698,K-BLOCK,PASS,0.018618294616894876,0.0018694491460224641,0.9858210309278351,1.1503308201261733,1.1503308201261733,0.009370672411140183,0.0018741344822280365,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O4_MAR_AUG_TO_SEP,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07"", ""2019-08""]",2019-09,6,808.7644444444444,0.9629173719033698,K-EMP,PASS,0.01826485744809972,0.0018694491460224641,1.0000275980920144,1.1503308201261733,1.1503308201261733,0.009370672411140183,0.0018741344822280365,0.0025000000000000005,0.0001
