scenario_id,replication_id,method_id,q99_error,regret,accuracy,fit_status
SCALE_SHIFT_8000_TO_12000,10,TAIL,-0.0594011956274289,0.006039898347727489,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,11,EMP,-0.2962729463255883,0.001815068747797956,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,11,EVENT-EMP,-0.2962729463255883,0.001815068747797956,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,11,GEV,-0.2424042433590155,0.0015460698943792778,0.6666666666666666,PASS_LMOM_FINITE_MEAN
SCALE_SHIFT_8000_TO_12000,11,KDE,-0.2486376164142598,0.001439137199521689,0.7777777777777778,PASS
SCALE_SHIFT_8000_TO_12000,11,TAIL,0.0316935482915354,0.0023541549343127667,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,12,EMP,-0.0206125689050668,0.0054585168003894215,0.4444444444444444,PASS
SCALE_SHIFT_8000_TO_12000,12,EVENT-EMP,-0.0206125689050668,0.0054585168003894215,0.4444444444444444,PASS
SCALE_SHIFT_8000_TO_12000,12,GEV,0.0839682578024956,0.0054585168003894215,0.4444444444444444,PASS_LMOM_FINITE_MEAN
SCALE_SHIFT_8000_TO_12000,12,KDE,0.0309282722211201,0.0054585168003894215,0.4444444444444444,PASS
SCALE_SHIFT_8000_TO_12000,12,TAIL,-0.07974577745644,0.006384611443650233,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,13,EMP,-0.3643936779688599,0.015445803912442546,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,13,EVENT-EMP,-0.3643936779688599,0.015167667814612124,0.5555555555555556,PASS
SCALE_SHIFT_8000_TO_12000,13,GEV,-0.3432237744302844,0.017273444150544454,0.6666666666666666,PASS_LMOM_FINITE_MEAN
SCALE_SHIFT_8000_TO_12000,13,KDE,-0.325995304623577,0.01649167363167371,0.5555555555555556,PASS
SCALE_SHIFT_8000_TO_12000,13,TAIL,-0.1098960402709163,0.005362812139303911,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,14,EMP,-0.065854768131662,0.005766649511036622,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,14,EVENT-EMP,-0.065854768131662,0.004373432749516222,0.6666666666666666,PASS
